code_postal,Commune,Code Département,Département,Code Région,Région
42130,SAINT-LAURENT-ROCHEFORT,42,LOIRE,82,RHONE-ALPES
60400,GRANDRU,60,OISE,22,PICARDIE
15290,PERS,15,CANTAL,83,AUVERGNE
02290,BAGNEUX,02,AISNE,22,PICARDIE
86160,MAGNE,86,VIENNE,54,POITOU-CHARENTES
41160,MOISY,41,LOIR-ET-CHER,24,CENTRE
89700,ROFFEY,89,YONNE,26,BOURGOGNE
65120,VIZOS,65,HAUTES-PYRENEES,73,MIDI-PYRENEES
83210,SOLLIES-VILLE,83,VAR,93,PROVENCE-ALPES-COTE D'AZUR
33230,SAINT-MEDARD-DE-GUIZIERES,33,GIRONDE,72,AQUITAINE
46100,SAINT-FELIX,46,LOT,73,MIDI-PYRENEES
03500,PARAY-SOUS-BRIAILLES,03,ALLIER,83,AUVERGNE
25170,SAUVAGNEY,25,DOUBS,43,FRANCHE-COMTE
72140,PEZE-LE-ROBERT,72,SARTHE,52,PAYS DE LA LOIRE
76780,FRY,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
89190,LAILLY,89,YONNE,26,BOURGOGNE
64570,ARAMITS,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
44830,BOUAYE,44,LOIRE-ATLANTIQUE,52,PAYS DE LA LOIRE
12480,SAINT-IZAIRE,12,AVEYRON,73,MIDI-PYRENEES
17430,CABARIOT,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
30360,VEZENOBRES,30,GARD,91,LANGUEDOC-ROUSSILLON
30170,CROS,30,GARD,91,LANGUEDOC-ROUSSILLON
62380,VAUDRINGHEM,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
12380,LAVAL-ROQUECEZIERE,12,AVEYRON,73,MIDI-PYRENEES
64450,NAVAILLES-ANGOS,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
51800,GIZAUCOURT,51,MARNE,21,CHAMPAGNE-ARDENNE
17100,COURCOURY,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
24340,MONSEC,24,DORDOGNE,72,AQUITAINE
15800,SAINT-JACQUES-DES-BLATS,15,CANTAL,83,AUVERGNE
52210,COUPRAY,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
50290,LONGUEVILLE,50,MANCHE,25,BASSE-NORMANDIE
71150,SAMPIGNY-LES-MARANGES,71,SAONE-ET-LOIRE,26,BOURGOGNE
18130,COGNY,18,CHER,24,CENTRE
54680,CRUSNES,54,MEURTHE-ET-MOSELLE,41,LORRAINE
46360,SAINT-MARTIN-DE-VERS,46,LOT,73,MIDI-PYRENEES
02820,GOUDELANCOURT-LES-BERRIEUX,02,AISNE,22,PICARDIE
88120,ROCHESSON,88,VOSGES,41,LORRAINE
54370,DROUVILLE,54,MEURTHE-ET-MOSELLE,41,LORRAINE
42110,JAS,42,LOIRE,82,RHONE-ALPES
23260,SAINT-AGNANT-PRES-CROCQ,23,CREUSE,74,LIMOUSIN
56840,ILE-D'ARZ,56,MORBIHAN,53,BRETAGNE
88700,MENIL-SUR-BELVITTE,88,VOSGES,41,LORRAINE
08400,AURE,08,ARDENNES,21,CHAMPAGNE-ARDENNE
59480,LA BASSEE,59,NORD,31,NORD-PAS-DE-CALAIS
59271,VIESLY,59,NORD,31,NORD-PAS-DE-CALAIS
11580,MISSEGRE,11,AUDE,91,LANGUEDOC-ROUSSILLON
02140,BURELLES,02,AISNE,22,PICARDIE
52360,ORBIGNY-AU-VAL,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
61190,BUBERTRE,61,ORNE,25,BASSE-NORMANDIE
70320,AILLEVILLERS-ET-LYAUMONT,70,HAUTE-SAONE,43,FRANCHE-COMTE
69610,MONTROMANT,69,RHONE,82,RHONE-ALPES
32230,MASCARAS,32,GERS,73,MIDI-PYRENEES
29410,SAINT-THEGONNEC,29,FINISTERE,53,BRETAGNE
76520,MONTMAIN,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
33240,SAINT-GENES-DE-FRONSAC,33,GIRONDE,72,AQUITAINE
25580,HAUTEPIERRE-LE-CHATELET,25,DOUBS,43,FRANCHE-COMTE
12170,SAINT-JUST-SUR-VIAUR,12,AVEYRON,73,MIDI-PYRENEES
49070,SAINT-LAMBERT-LA-POTHERIE,49,MAINE-ET-LOIRE,52,PAYS DE LA LOIRE
80250,HALLIVILLERS,80,SOMME,22,PICARDIE
58150,SUILLY-LA-TOUR,58,NIEVRE,26,BOURGOGNE
61100,LA LANDE-SAINT-SIMEON,61,ORNE,25,BASSE-NORMANDIE
65240,BARRANCOUEU,65,HAUTES-PYRENEES,73,MIDI-PYRENEES
64270,PUYOO,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
57310,RURANGE-LES-THIONVILLE,57,MOSELLE,41,LORRAINE
68890,REGUISHEIM,68,HAUT-RHIN,42,ALSACE
70800,CUVE,70,HAUTE-SAONE,43,FRANCHE-COMTE
21490,VAROIS-ET-CHAIGNOT,21,COTE-D'OR,26,BOURGOGNE
16140,LIGNE,16,CHARENTE,54,POITOU-CHARENTES
88600,CHAMP-LE-DUC,88,VOSGES,41,LORRAINE
02130,MAREUIL-EN-DOLE,02,AISNE,22,PICARDIE
71160,LA MOTTE-SAINT-JEAN,71,SAONE-ET-LOIRE,26,BOURGOGNE
56270,PLOEMEUR,56,MORBIHAN,53,BRETAGNE
30580,BOUQUET,30,GARD,91,LANGUEDOC-ROUSSILLON
63840,SAILLANT,63,PUY-DE-DOME,83,AUVERGNE
05100,VILLAR-SAINT-PANCRACE,05,HAUTES-ALPES,93,PROVENCE-ALPES-COTE D'AZUR
27500,MANNEVILLE-SUR-RISLE,27,EURE,23,HAUTE-NORMANDIE
50360,LES MOITIERS-EN-BAUPTOIS,50,MANCHE,25,BASSE-NORMANDIE
60240,LE MESNIL-THERIBUS,60,OISE,22,PICARDIE
54770,LAITRE-SOUS-AMANCE,54,MEURTHE-ET-MOSELLE,41,LORRAINE
21170,TROUHANS,21,COTE-D'OR,26,BOURGOGNE
67230,ROSSFELD,67,BAS-RHIN,42,ALSACE
26170,MOLLANS-SUR-OUVEZE,26,DROME,82,RHONE-ALPES
77230,VILLENEUVE-SOUS-DAMMARTIN,77,SEINE-ET-MARNE,11,ILE-DE-FRANCE
17250,BEURLAY,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
24160,ANLHIAC,24,DORDOGNE,72,AQUITAINE
79370,AIGONNAY,79,DEUX-SEVRES,54,POITOU-CHARENTES
20213,SORBO-OCAGNANO,2B,HAUTE-CORSE,94,CORSE
11250,POMAS,11,AUDE,91,LANGUEDOC-ROUSSILLON
53100,CONTEST,53,MAYENNE,52,PAYS DE LA LOIRE
24220,SAINT-VINCENT-DE-COSSE,24,DORDOGNE,72,AQUITAINE
88700,NOSSONCOURT,88,VOSGES,41,LORRAINE
89740,VILLON,89,YONNE,26,BOURGOGNE
44730,SAINT-MICHEL-CHEF-CHEF,44,LOIRE-ATLANTIQUE,52,PAYS DE LA LOIRE
63800,PERIGNAT-SUR-ALLIER,63,PUY-DE-DOME,83,AUVERGNE
21230,CLOMOT,21,COTE-D'OR,26,BOURGOGNE
33820,SAINT-CAPRAIS-DE-BLAYE,33,GIRONDE,72,AQUITAINE
66500,CLARA,66,PYRENEES-ORIENTALES,91,LANGUEDOC-ROUSSILLON
09200,MOULIS,09,ARIEGE,73,MIDI-PYRENEES
40380,SAINT-JEAN-DE-LIER,40,LANDES,72,AQUITAINE
24120,CHATRES,24,DORDOGNE,72,AQUITAINE
27320,MARCILLY-LA-CAMPAGNE,27,EURE,23,HAUTE-NORMANDIE
88330,HAILLAINVILLE,88,VOSGES,41,LORRAINE
68220,HESINGUE,68,HAUT-RHIN,42,ALSACE
78730,ROCHEFORT-EN-YVELINES,78,YVELINES,11,ILE-DE-FRANCE
77370,MAISON-ROUGE,77,SEINE-ET-MARNE,11,ILE-DE-FRANCE
86410,LHOMMAIZE,86,VIENNE,54,POITOU-CHARENTES
40120,RETJONS,40,LANDES,72,AQUITAINE
79200,POMPAIRE,79,DEUX-SEVRES,54,POITOU-CHARENTES
88700,VOMECOURT,88,VOSGES,41,LORRAINE
28270,MONTIGNY-SUR-AVRE,28,EURE-ET-LOIR,24,CENTRE
11340,CAMURAC,11,AUDE,91,LANGUEDOC-ROUSSILLON
58120,CHATEAU-CHINON (VILLE),58,NIEVRE,26,BOURGOGNE
07310,LACHAPELLE-SOUS-CHANEAC,07,ARDECHE,82,RHONE-ALPES
61330,LA BAROCHE-SOUS-LUCE,61,ORNE,25,BASSE-NORMANDIE
54470,SAINT-BAUSSANT,54,MEURTHE-ET-MOSELLE,41,LORRAINE
70300,CITERS,70,HAUTE-SAONE,43,FRANCHE-COMTE
59263,HOUPLIN-ANCOISNE,59,NORD,31,NORD-PAS-DE-CALAIS
02500,EPARCY,02,AISNE,22,PICARDIE
67510,CLIMBACH,67,BAS-RHIN,42,ALSACE
18320,SAINT-HILAIRE-DE-GONDILLY,18,CHER,24,CENTRE
52190,VILLIERS-LES-APREY,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
52150,BRAINVILLE-SUR-MEUSE,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
32190,CALLIAN,32,GERS,73,MIDI-PYRENEES
66400,TAILLET,66,PYRENEES-ORIENTALES,91,LANGUEDOC-ROUSSILLON
34700,USCLAS-DU-BOSC,34,HERAULT,91,LANGUEDOC-ROUSSILLON
49440,LOIRE,49,MAINE-ET-LOIRE,52,PAYS DE LA LOIRE
51160,HAUTVILLERS,51,MARNE,21,CHAMPAGNE-ARDENNE
77370,RAMPILLON,77,SEINE-ET-MARNE,11,ILE-DE-FRANCE
15320,SAINT-MARC,15,CANTAL,83,AUVERGNE
89140,PONT-SUR-YONNE,89,YONNE,26,BOURGOGNE
02260,CLAIRFONTAINE,02,AISNE,22,PICARDIE
12370,MOUNES-PROHENCOUX,12,AVEYRON,73,MIDI-PYRENEES
39150,LES CHALESMES,39,JURA,43,FRANCHE-COMTE
25190,NOIREFONTAINE,25,DOUBS,43,FRANCHE-COMTE
24400,SAINT-GERY,24,DORDOGNE,72,AQUITAINE
29750,LOCTUDY,29,FINISTERE,53,BRETAGNE
49380,FAYE-D'ANJOU,49,MAINE-ET-LOIRE,52,PAYS DE LA LOIRE
66550,CORNEILLA-LA-RIVIERE,66,PYRENEES-ORIENTALES,91,LANGUEDOC-ROUSSILLON
45380,LA CHAPELLE-SAINT-MESMIN,45,LOIRET,24,CENTRE
76890,IMBLEVILLE,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
95130,LE PLESSIS-BOUCHARD,95,VAL-D'OISE,11,ILE-DE-FRANCE
37110,MONTHODON,37,INDRE-ET-LOIRE,24,CENTRE
62970,COURCELLES-LES-LENS,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
91580,ETRECHY,91,ESSONNE,11,ILE-DE-FRANCE
97250,FONDS-SAINT-DENIS,97,MARTINIQUE,2,MARTINIQUE
55300,CHAUVONCOURT,55,MEUSE,41,LORRAINE
60240,FRESNE-LEGUILLON,60,OISE,22,PICARDIE
88270,CIRCOURT,88,VOSGES,41,LORRAINE
20218,LAMA,2B,HAUTE-CORSE,94,CORSE
22530,SAINT-GUEN,22,COTES-D'ARMOR,53,BRETAGNE
78790,SEPTEUIL,78,YVELINES,11,ILE-DE-FRANCE
78840,MOISSON,78,YVELINES,11,ILE-DE-FRANCE
54840,VELAINE-EN-HAYE,54,MEURTHE-ET-MOSELLE,41,LORRAINE
88320,MONT-LES-LAMARCHE,88,VOSGES,41,LORRAINE
24510,LIMEUIL,24,DORDOGNE,72,AQUITAINE
45420,DAMMARIE-EN-PUISAYE,45,LOIRET,24,CENTRE
68630,MITTELWIHR,68,HAUT-RHIN,42,ALSACE
73500,TERMIGNON,73,SAVOIE,82,RHONE-ALPES
93350,LE BOURGET,93,SEINE-SAINT-DENIS,11,ILE-DE-FRANCE
60290,CAMBRONNE-LES-CLERMONT,60,OISE,22,PICARDIE
29650,PLOUEGAT-MOYSAN,29,FINISTERE,53,BRETAGNE
47210,RIVES,47,LOT-ET-GARONNE,72,AQUITAINE
54520,LAXOU,54,MEURTHE-ET-MOSELLE,41,LORRAINE
57480,SIERCK-LES-BAINS,57,MOSELLE,41,LORRAINE
27220,GROSSOEUVRE,27,EURE,23,HAUTE-NORMANDIE
02300,VIRY-NOUREUIL,02,AISNE,22,PICARDIE
24560,SAINT-CERNIN-DE-LABARDE,24,DORDOGNE,72,AQUITAINE
22260,PONTRIEUX,22,COTES-D'ARMOR,53,BRETAGNE
56310,BUBRY,56,MORBIHAN,53,BRETAGNE
26220,TEYSSIERES,26,DROME,82,RHONE-ALPES
33430,CAZATS,33,GIRONDE,72,AQUITAINE
80870,TOEUFLES,80,SOMME,22,PICARDIE
28190,SAINT-GEORGES-SUR-EURE,28,EURE-ET-LOIR,24,CENTRE
86420,BERTHEGON,86,VIENNE,54,POITOU-CHARENTES
81500,BELCASTEL,81,TARN,73,MIDI-PYRENEES
08250,VAUX-LES-MOURON,08,ARDENNES,21,CHAMPAGNE-ARDENNE
85150,SAINT-JULIEN-DES-LANDES,85,VENDEE,52,PAYS DE LA LOIRE
18120,LIMEUX,18,CHER,24,CENTRE
02880,CHIVRES-VAL,02,AISNE,22,PICARDIE
37270,VERETZ,37,INDRE-ET-LOIRE,24,CENTRE
91490,MOIGNY-SUR-ECOLE,91,ESSONNE,11,ILE-DE-FRANCE
17540,ANAIS,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
22350,LA CHAPELLE-BLANCHE,22,COTES-D'ARMOR,53,BRETAGNE
49330,SOEURDRES,49,MAINE-ET-LOIRE,52,PAYS DE LA LOIRE
91590,BOISSY-LE-CUTTE,91,ESSONNE,11,ILE-DE-FRANCE
49410,BEAUSSE,49,MAINE-ET-LOIRE,52,PAYS DE LA LOIRE
44410,SAINT-LYPHARD,44,LOIRE-ATLANTIQUE,52,PAYS DE LA LOIRE
41100,VILLIERS-SUR-LOIR,41,LOIR-ET-CHER,24,CENTRE
89630,BEAUVILLIERS,89,YONNE,26,BOURGOGNE
01250,GRAND-CORENT,01,AIN,82,RHONE-ALPES
59490,SOMAIN,59,NORD,31,NORD-PAS-DE-CALAIS
51800,VIENNE-LA-VILLE,51,MARNE,21,CHAMPAGNE-ARDENNE
39230,LOMBARD,39,JURA,43,FRANCHE-COMTE
64700,BIRIATOU,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
42310,URBISE,42,LOIRE,82,RHONE-ALPES
07690,SAINT-JULIEN-VOCANCE,07,ARDECHE,82,RHONE-ALPES
11700,PEPIEUX,11,AUDE,91,LANGUEDOC-ROUSSILLON
42520,SAINT-APPOLINARD,42,LOIRE,82,RHONE-ALPES
14230,GEFOSSE-FONTENAY,14,CALVADOS,25,BASSE-NORMANDIE
60840,CATENOY,60,OISE,22,PICARDIE
67700,SAINT-JEAN-SAVERNE,67,BAS-RHIN,42,ALSACE
28480,SAINT-DENIS-D'AUTHOU,28,EURE-ET-LOIR,24,CENTRE
95450,SERAINCOURT,95,VAL-D'OISE,11,ILE-DE-FRANCE
34380,VIOLS-EN-LAVAL,34,HERAULT,91,LANGUEDOC-ROUSSILLON
01000,BOURG-EN-BRESSE,01,AIN,82,RHONE-ALPES
38270,BEAUREPAIRE,38,ISERE,82,RHONE-ALPES
39130,MESNOIS,39,JURA,43,FRANCHE-COMTE
86190,MAILLE,86,VIENNE,54,POITOU-CHARENTES
72510,PONTVALLAIN,72,SARTHE,52,PAYS DE LA LOIRE
59552,LAMBRES-LEZ-DOUAI,59,NORD,31,NORD-PAS-DE-CALAIS
76440,LONGMESNIL,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
08400,SAINTE-MARIE,08,ARDENNES,21,CHAMPAGNE-ARDENNE
53200,CHATELAIN,53,MAYENNE,52,PAYS DE LA LOIRE
77970,BEZALLES,77,SEINE-ET-MARNE,11,ILE-DE-FRANCE
49150,FOUGERE,49,MAINE-ET-LOIRE,52,PAYS DE LA LOIRE
61160,COULONCES,61,ORNE,25,BASSE-NORMANDIE
29530,PLONEVEZ-DU-FAOU,29,FINISTERE,53,BRETAGNE
01230,CONAND,01,AIN,82,RHONE-ALPES
23220,JOUILLAT,23,CREUSE,74,LIMOUSIN
19200,ALLEYRAT,19,CORREZE,74,LIMOUSIN
22200,GUINGAMP,22,COTES-D'ARMOR,53,BRETAGNE
70360,AROZ,70,HAUTE-SAONE,43,FRANCHE-COMTE
62470,CAMBLAIN-CHATELAIN,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
70500,BOUGEY,70,HAUTE-SAONE,43,FRANCHE-COMTE
32230,JUILLAC,32,GERS,73,MIDI-PYRENEES
10200,ARSONVAL,10,AUBE,21,CHAMPAGNE-ARDENNE
77120,AULNOY,77,SEINE-ET-MARNE,11,ILE-DE-FRANCE
39270,VARESSIA,39,JURA,43,FRANCHE-COMTE
74350,COPPONEX,74,HAUTE-SAVOIE,82,RHONE-ALPES
52000,CONDES,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
45800,SAINT-JEAN-DE-BRAYE,45,LOIRET,24,CENTRE
54930,FORCELLES-SOUS-GUGNEY,54,MEURTHE-ET-MOSELLE,41,LORRAINE
76220,GOURNAY-EN-BRAY,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
60890,VARINFROY,60,OISE,22,PICARDIE
62610,LOUCHES,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
49140,SERMAISE,49,MAINE-ET-LOIRE,52,PAYS DE LA LOIRE
24680,LAMONZIE-SAINT-MARTIN,24,DORDOGNE,72,AQUITAINE
56690,LANDAUL,56,MORBIHAN,53,BRETAGNE
46500,SAIGNES,46,LOT,73,MIDI-PYRENEES
23100,FENIERS,23,CREUSE,74,LIMOUSIN
50260,BREUVILLE,50,MANCHE,25,BASSE-NORMANDIE
76750,HERONCHELLES,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
39800,POLIGNY,39,JURA,43,FRANCHE-COMTE
48260,GRANDVALS,48,LOZERE,91,LANGUEDOC-ROUSSILLON
33590,TALAIS,33,GIRONDE,72,AQUITAINE
71170,MUSSY-SOUS-DUN,71,SAONE-ET-LOIRE,26,BOURGOGNE
70500,SAINT-MARCEL,70,HAUTE-SAONE,43,FRANCHE-COMTE
64300,BERENX,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
54870,CONS-LA-GRANDVILLE,54,MEURTHE-ET-MOSELLE,41,LORRAINE
02140,GRONARD,02,AISNE,22,PICARDIE
08090,AIGLEMONT,08,ARDENNES,21,CHAMPAGNE-ARDENNE
25650,MONTFLOVIN,25,DOUBS,43,FRANCHE-COMTE
59630,CAPPELLE-BROUCK,59,NORD,31,NORD-PAS-DE-CALAIS
50610,JULLOUVILLE,50,MANCHE,25,BASSE-NORMANDIE
80110,LA NEUVILLE-SIRE-BERNARD,80,SOMME,22,PICARDIE
77320,SAINT-REMY-LA-VANNE,77,SEINE-ET-MARNE,11,ILE-DE-FRANCE
32000,AUCH,32,GERS,73,MIDI-PYRENEES
80440,BLANGY-TRONVILLE,80,SOMME,22,PICARDIE
50410,LA HAYE-BELLEFOND,50,MANCHE,25,BASSE-NORMANDIE
02160,SOUPIR,02,AISNE,22,PICARDIE
42560,CHAZELLES-SUR-LAVIEU,42,LOIRE,82,RHONE-ALPES
89800,VILLY,89,YONNE,26,BOURGOGNE
04170,MORIEZ,04,ALPES-DE-HAUTE-PROVENCE,93,PROVENCE-ALPES-COTE D'AZUR
60240,ENENCOURT-LE-SEC,60,OISE,22,PICARDIE
62300,LENS,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
17500,SAINT-MARTIAL-DE-VITATERNE,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
27290,BONNEVILLE-APTOT,27,EURE,23,HAUTE-NORMANDIE
10700,SALON,10,AUBE,21,CHAMPAGNE-ARDENNE
23260,BASVILLE,23,CREUSE,74,LIMOUSIN
36100,SAINT-AOUSTRILLE,36,INDRE,24,CENTRE
21290,FAVEROLLES-LES-LUCEY,21,COTE-D'OR,26,BOURGOGNE
62000,DAINVILLE,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
24590,BORREZE,24,DORDOGNE,72,AQUITAINE
60940,CINQUEUX,60,OISE,22,PICARDIE
15240,ANTIGNAC,15,CANTAL,83,AUVERGNE
81990,LE SEQUESTRE,81,TARN,73,MIDI-PYRENEES
62580,GIVENCHY-EN-GOHELLE,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
80300,BECORDEL-BECOURT,80,SOMME,22,PICARDIE
91590,ORVEAU,91,ESSONNE,11,ILE-DE-FRANCE
25680,CUBRY,25,DOUBS,43,FRANCHE-COMTE
09120,LOUBENS,09,ARIEGE,73,MIDI-PYRENEES
11250,GARDIE,11,AUDE,91,LANGUEDOC-ROUSSILLON
39290,POINTRE,39,JURA,43,FRANCHE-COMTE
45410,TRINAY,45,LOIRET,24,CENTRE
14340,VALSEME,14,CALVADOS,25,BASSE-NORMANDIE
40250,LAUREDE,40,LANDES,72,AQUITAINE
55300,BOUCONVILLE-SUR-MADT,55,MEUSE,41,LORRAINE
80110,MEZIERES-EN-SANTERRE,80,SOMME,22,PICARDIE
52330,MONTHERIES,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
79800,SAINTE-EANNE,79,DEUX-SEVRES,54,POITOU-CHARENTES
35150,CORPS-NUDS,35,ILLE-ET-VILAINE,53,BRETAGNE
14500,COULONCES,14,CALVADOS,25,BASSE-NORMANDIE
88170,SONCOURT,88,VOSGES,41,LORRAINE
08250,SECHAULT,08,ARDENNES,21,CHAMPAGNE-ARDENNE
71150,BOUZERON,71,SAONE-ET-LOIRE,26,BOURGOGNE
38470,QUINCIEU,38,ISERE,82,RHONE-ALPES
02300,PIERREMANDE,02,AISNE,22,PICARDIE
82500,VIGUERON,82,TARN-ET-GARONNE,73,MIDI-PYRENEES
22140,TONQUEDEC,22,COTES-D'ARMOR,53,BRETAGNE
69480,LUCENAY,69,RHONE,82,RHONE-ALPES
57220,DENTING,57,MOSELLE,41,LORRAINE
12800,QUINS,12,AVEYRON,73,MIDI-PYRENEES
54790,MANCIEULLES,54,MEURTHE-ET-MOSELLE,41,LORRAINE
29150,DINEAULT,29,FINISTERE,53,BRETAGNE
13780,CUGES-LES-PINS,13,BOUCHES-DU-RHONE,93,PROVENCE-ALPES-COTE D'AZUR
25380,VAUCLUSE,25,DOUBS,43,FRANCHE-COMTE
33570,LUSSAC,33,GIRONDE,72,AQUITAINE
37370,VILLEBOURG,37,INDRE-ET-LOIRE,24,CENTRE
63250,CELLES-SUR-DUROLLE,63,PUY-DE-DOME,83,AUVERGNE
27700,FRESNE-L'ARCHEVEQUE,27,EURE,23,HAUTE-NORMANDIE
69220,BELLEVILLE,69,RHONE,82,RHONE-ALPES
76390,LANDES-VIEILLES-ET-NEUVES,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
10140,PUITS-ET-NUISEMENT,10,AUBE,21,CHAMPAGNE-ARDENNE
36120,ETRECHET,36,INDRE,24,CENTRE
79230,FORS,79,DEUX-SEVRES,54,POITOU-CHARENTES
65140,ESCONDEAUX,65,HAUTES-PYRENEES,73,MIDI-PYRENEES
02490,ATTILLY,02,AISNE,22,PICARDIE
67370,NEUGARTHEIM-ITTLENHEIM,67,BAS-RHIN,42,ALSACE
95470,VEMARS,95,VAL-D'OISE,11,ILE-DE-FRANCE
35430,LA VILLE-ES-NONAIS,35,ILLE-ET-VILAINE,53,BRETAGNE
71170,SAINT-IGNY-DE-ROCHE,71,SAONE-ET-LOIRE,26,BOURGOGNE
50270,SENOVILLE,50,MANCHE,25,BASSE-NORMANDIE
64300,OZENX-MONTESTRUCQ,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
50760,VALCANVILLE,50,MANCHE,25,BASSE-NORMANDIE
60390,TROUSSURES,60,OISE,22,PICARDIE
34330,LE SOULIE,34,HERAULT,91,LANGUEDOC-ROUSSILLON
80200,FEUILLERES,80,SOMME,22,PICARDIE
24620,MARQUAY,24,DORDOGNE,72,AQUITAINE
21110,AISEREY,21,COTE-D'OR,26,BOURGOGNE
56800,QUILY,56,MORBIHAN,53,BRETAGNE
33190,CASSEUIL,33,GIRONDE,72,AQUITAINE
71880,CHATENOY-LE-ROYAL,71,SAONE-ET-LOIRE,26,BOURGOGNE
61420,GANDELAIN,61,ORNE,25,BASSE-NORMANDIE
59230,CHATEAU-L'ABBAYE,59,NORD,31,NORD-PAS-DE-CALAIS
25300,VERRIERES-DE-JOUX,25,DOUBS,43,FRANCHE-COMTE
45190,BEAUGENCY,45,LOIRET,24,CENTRE
60700,LES AGEUX,60,OISE,22,PICARDIE
73610,LEPIN-LE-LAC,73,SAVOIE,82,RHONE-ALPES
77310,SAINT-FARGEAU-PONTHIERRY,77,SEINE-ET-MARNE,11,ILE-DE-FRANCE
62990,RIMBOVAL,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
79330,PIERREFITTE,79,DEUX-SEVRES,54,POITOU-CHARENTES
14220,SAINT-LAURENT-DE-CONDEL,14,CALVADOS,25,BASSE-NORMANDIE
59198,HASPRES,59,NORD,31,NORD-PAS-DE-CALAIS
18260,DAMPIERRE-EN-CROT,18,CHER,24,CENTRE
70000,ANDELARROT,70,HAUTE-SAONE,43,FRANCHE-COMTE
60270,GOUVIEUX,60,OISE,22,PICARDIE
95340,PERSAN,95,VAL-D'OISE,11,ILE-DE-FRANCE
59580,EMERCHICOURT,59,NORD,31,NORD-PAS-DE-CALAIS
42740,DOIZIEUX,42,LOIRE,82,RHONE-ALPES
71400,CURGY,71,SAONE-ET-LOIRE,26,BOURGOGNE
42600,SAINT-PAUL-D'UZORE,42,LOIRE,82,RHONE-ALPES
25620,MAMIROLLE,25,DOUBS,43,FRANCHE-COMTE
02870,BRIE,02,AISNE,22,PICARDIE
65240,CAZAUX-FRECHET-ANERAN-CAMORS,65,HAUTES-PYRENEES,73,MIDI-PYRENEES
85540,CURZON,85,VENDEE,52,PAYS DE LA LOIRE
86800,SAVIGNY-LEVESCAULT,86,VIENNE,54,POITOU-CHARENTES
24600,SIORAC-DE-RIBERAC,24,DORDOGNE,72,AQUITAINE
81540,CAHUZAC,81,TARN,73,MIDI-PYRENEES
12100,LA ROQUE-SAINTE-MARGUERITE,12,AVEYRON,73,MIDI-PYRENEES
32480,POUY-ROQUELAURE,32,GERS,73,MIDI-PYRENEES
69790,AZOLETTE,69,RHONE,82,RHONE-ALPES
11350,PADERN,11,AUDE,91,LANGUEDOC-ROUSSILLON
51320,SOMMESOUS,51,MARNE,21,CHAMPAGNE-ARDENNE
30360,SAINT-CESAIRE-DE-GAUZIGNAN,30,GARD,91,LANGUEDOC-ROUSSILLON
08210,EUILLY-ET-LOMBUT,08,ARDENNES,21,CHAMPAGNE-ARDENNE
14480,SAINTE-CROIX-SUR-MER,14,CALVADOS,25,BASSE-NORMANDIE
64370,CASTILLON (CANTON D'ARTHEZ-DE-BEARN),64,PYRENEES-ATLANTIQUES,72,AQUITAINE
51530,DIZY,51,MARNE,21,CHAMPAGNE-ARDENNE
09800,LES BORDES-SUR-LEZ,09,ARIEGE,73,MIDI-PYRENEES
17350,TAILLEBOURG,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
95270,BELLEFONTAINE,95,VAL-D'OISE,11,ILE-DE-FRANCE
16270,GENOUILLAC,16,CHARENTE,54,POITOU-CHARENTES
50160,GUILBERVILLE,50,MANCHE,25,BASSE-NORMANDIE
60800,FRESNOY-LE-LUAT,60,OISE,22,PICARDIE
62660,BEUVRY,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
