code_postal,Commune,Code Département,Département,Code Région,Région
34260,AVENE,34,HERAULT,91,LANGUEDOC-ROUSSILLON
35170,BRUZ,35,ILLE-ET-VILAINE,53,BRETAGNE
65150,CANTAOUS,65,HAUTES-PYRENEES,73,MIDI-PYRENEES
33390,BLAYE,33,GIRONDE,72,AQUITAINE
89140,COURLON-SUR-YONNE,89,YONNE,26,BOURGOGNE
70280,RADDON-ET-CHAPENDU,70,HAUTE-SAONE,43,FRANCHE-COMTE
67220,SAINT-PIERRE-BOIS,67,BAS-RHIN,42,ALSACE
39230,RECANOZ,39,JURA,43,FRANCHE-COMTE
21150,MARIGNY-LE-CAHOUET,21,COTE-D'OR,26,BOURGOGNE
27170,BEAUMONT-LE-ROGER,27,EURE,23,HAUTE-NORMANDIE
35460,LA SELLE-EN-COGLES,35,ILLE-ET-VILAINE,53,BRETAGNE
47330,DOUZAINS,47,LOT-ET-GARONNE,72,AQUITAINE
49220,LA JAILLE-YVON,49,MAINE-ET-LOIRE,52,PAYS DE LA LOIRE
02290,BIEUXY,02,AISNE,22,PICARDIE
72650,AIGNE,72,SARTHE,52,PAYS DE LA LOIRE
71800,VAUBAN,71,SAONE-ET-LOIRE,26,BOURGOGNE
19200,MARGERIDES,19,CORREZE,74,LIMOUSIN
30200,SAINT-LAURENT-DE-CARNOLS,30,GARD,91,LANGUEDOC-ROUSSILLON
03380,HURIEL,03,ALLIER,83,AUVERGNE
42830,LA TUILIERE,42,LOIRE,82,RHONE-ALPES
02240,REGNY,02,AISNE,22,PICARDIE
60380,MORVILLERS,60,OISE,22,PICARDIE
02110,MONTIGNY-EN-ARROUAISE,02,AISNE,22,PICARDIE
01800,SAINT-ELOI,01,AIN,82,RHONE-ALPES
52310,LAMANCINE,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
55130,DAINVILLE-BERTHELEVILLE,55,MEUSE,41,LORRAINE
77170,SERVON,77,SEINE-ET-MARNE,11,ILE-DE-FRANCE
53170,SAINT-CHARLES-LA-FORET,53,MAYENNE,52,PAYS DE LA LOIRE
12350,PRIVEZAC,12,AVEYRON,73,MIDI-PYRENEES
40190,ARTHEZ-D'ARMAGNAC,40,LANDES,72,AQUITAINE
70100,APREMONT,70,HAUTE-SAONE,43,FRANCHE-COMTE
40560,VIELLE-SAINT-GIRONS,40,LANDES,72,AQUITAINE
46160,SAINT-CHELS,46,LOT,73,MIDI-PYRENEES
63210,CEYSSAT,63,PUY-DE-DOME,83,AUVERGNE
50640,HUSSON,50,MANCHE,25,BASSE-NORMANDIE
65190,CASTERA-LANUSSE,65,HAUTES-PYRENEES,73,MIDI-PYRENEES
02400,CHARTEVES,02,AISNE,22,PICARDIE
22600,SAINT-MAUDAN,22,COTES-D'ARMOR,53,BRETAGNE
46360,CRAS,46,LOT,73,MIDI-PYRENEES
62124,BEAUMETZ-LES-CAMBRAI,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
50800,VILLEDIEU-LES-POELES,50,MANCHE,25,BASSE-NORMANDIE
02220,COUVRELLES,02,AISNE,22,PICARDIE
18110,PIGNY,18,CHER,24,CENTRE
02260,GERGNY,02,AISNE,22,PICARDIE
18190,CREZANCAY-SUR-CHER,18,CHER,24,CENTRE
80600,NEUVILLETTE,80,SOMME,22,PICARDIE
56860,SENE,56,MORBIHAN,53,BRETAGNE
86220,SAINT-REMY-SUR-CREUSE,86,VIENNE,54,POITOU-CHARENTES
49140,BEAUVAU,49,MAINE-ET-LOIRE,52,PAYS DE LA LOIRE
27210,SAINT-PIERRE-DU-VAL,27,EURE,23,HAUTE-NORMANDIE
09500,VIVIES,09,ARIEGE,73,MIDI-PYRENEES
32290,SAINT-PIERRE-D'AUBEZIES,32,GERS,73,MIDI-PYRENEES
26600,LARNAGE,26,DROME,82,RHONE-ALPES
77550,REAU,77,SEINE-ET-MARNE,11,ILE-DE-FRANCE
54890,BAYONVILLE-SUR-MAD,54,MEURTHE-ET-MOSELLE,41,LORRAINE
01550,POUGNY,01,AIN,82,RHONE-ALPES
17240,CLION,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
47340,CASSIGNAS,47,LOT-ET-GARONNE,72,AQUITAINE
52700,ORQUEVAUX,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
17330,DOEUIL-SUR-LE-MIGNON,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
63320,LUDESSE,63,PUY-DE-DOME,83,AUVERGNE
20237,FICAJA,2B,HAUTE-CORSE,94,CORSE
57340,LANDROFF,57,MOSELLE,41,LORRAINE
50490,VAUDRIMESNIL,50,MANCHE,25,BASSE-NORMANDIE
76190,AUTRETOT,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
80200,BERNY-EN-SANTERRE,80,SOMME,22,PICARDIE
63320,TOURZEL-RONZIERES,63,PUY-DE-DOME,83,AUVERGNE
58260,TROIS-VEVRES,58,NIEVRE,26,BOURGOGNE
67117,FESSENHEIM-LE-BAS,67,BAS-RHIN,42,ALSACE
40170,SAINT-JULIEN-EN-BORN,40,LANDES,72,AQUITAINE
12200,SAVIGNAC,12,AVEYRON,73,MIDI-PYRENEES
52220,FRAMPAS,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
58700,CHAMPLIN,58,NIEVRE,26,BOURGOGNE
21410,BARBIREY-SUR-OUCHE,21,COTE-D'OR,26,BOURGOGNE
02290,SAINT-CHRISTOPHE-A-BERRY,02,AISNE,22,PICARDIE
14210,PREAUX-BOCAGE,14,CALVADOS,25,BASSE-NORMANDIE
47250,LABASTIDE-CASTEL-AMOUROUX,47,LOT-ET-GARONNE,72,AQUITAINE
57330,HETTANGE-GRANDE,57,MOSELLE,41,LORRAINE
76550,HAUTOT-SUR-MER,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
80800,MERICOURT-L'ABBE,80,SOMME,22,PICARDIE
76660,SAINTE-AGATHE-D'ALIERMONT,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
80540,OISSY,80,SOMME,22,PICARDIE
60840,NOINTEL,60,OISE,22,PICARDIE
16240,MONTJEAN,16,CHARENTE,54,POITOU-CHARENTES
57580,ADAINCOURT,57,MOSELLE,41,LORRAINE
59740,ECCLES,59,NORD,31,NORD-PAS-DE-CALAIS
80370,EPECAMPS,80,SOMME,22,PICARDIE
60370,BERTHECOURT,60,OISE,22,PICARDIE
52220,PUELLEMONTIER,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
50500,SAINT-COME-DU-MONT,50,MANCHE,25,BASSE-NORMANDIE
16270,SURIS,16,CHARENTE,54,POITOU-CHARENTES
16700,BARRO,16,CHARENTE,54,POITOU-CHARENTES
01300,PARVES,01,AIN,82,RHONE-ALPES
61320,SAINTE-MARIE-LA-ROBERT,61,ORNE,25,BASSE-NORMANDIE
85100,LES SABLES-D'OLONNE,85,VENDEE,52,PAYS DE LA LOIRE
28250,LA FRAMBOISIERE,28,EURE-ET-LOIR,24,CENTRE
34310,CAPESTANG,34,HERAULT,91,LANGUEDOC-ROUSSILLON
44640,ROUANS,44,LOIRE-ATLANTIQUE,52,PAYS DE LA LOIRE
60620,ACY-EN-MULTIEN,60,OISE,22,PICARDIE
85260,L'HERBERGEMENT,85,VENDEE,52,PAYS DE LA LOIRE
02240,SURFONTAINE,02,AISNE,22,PICARDIE
35190,LA CHAPELLE-AUX-FILTZMEENS,35,ILLE-ET-VILAINE,53,BRETAGNE
01190,PONT-DE-VAUX,01,AIN,82,RHONE-ALPES
67120,ALTORF,67,BAS-RHIN,42,ALSACE
45300,LAAS,45,LOIRET,24,CENTRE
32400,SEGOS,32,GERS,73,MIDI-PYRENEES
86800,TERCE,86,VIENNE,54,POITOU-CHARENTES
50250,COIGNY,50,MANCHE,25,BASSE-NORMANDIE
05200,CROTS,05,HAUTES-ALPES,93,PROVENCE-ALPES-COTE D'AZUR
88500,FRENELLE-LA-PETITE,88,VOSGES,41,LORRAINE
59116,HOUPLINES,59,NORD,31,NORD-PAS-DE-CALAIS
57720,HOTTVILLER,57,MOSELLE,41,LORRAINE
35340,LA BOUEXIERE,35,ILLE-ET-VILAINE,53,BRETAGNE
69700,CHASSAGNY,69,RHONE,82,RHONE-ALPES
05500,SAINT-LAURENT-DU-CROS,05,HAUTES-ALPES,93,PROVENCE-ALPES-COTE D'AZUR
41290,VILLENEUVE-FROUVILLE,41,LOIR-ET-CHER,24,CENTRE
07700,GRAS,07,ARDECHE,82,RHONE-ALPES
25340,SANTOCHE,25,DOUBS,43,FRANCHE-COMTE
57412,ETTING,57,MOSELLE,41,LORRAINE
57170,BURLIONCOURT,57,MOSELLE,41,LORRAINE
25440,RONCHAUX,25,DOUBS,43,FRANCHE-COMTE
28240,LES CORVEES-LES-YYS,28,EURE-ET-LOIR,24,CENTRE
02220,LIME,02,AISNE,22,PICARDIE
71640,MERCUREY,71,SAONE-ET-LOIRE,26,BOURGOGNE
90800,ARGIESANS,90,TERRITOIRE DE BELFORT,43,FRANCHE-COMTE
45210,ROZOY-LE-VIEIL,45,LOIRET,24,CENTRE
47410,SERIGNAC-PEBOUDOU,47,LOT-ET-GARONNE,72,AQUITAINE
88320,ROBECOURT,88,VOSGES,41,LORRAINE
11400,TREVILLE,11,AUDE,91,LANGUEDOC-ROUSSILLON
54310,HOMECOURT,54,MEURTHE-ET-MOSELLE,41,LORRAINE
17540,BOUHET,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
89700,CHENEY,89,YONNE,26,BOURGOGNE
27130,VERNEUIL-SUR-AVRE,27,EURE,23,HAUTE-NORMANDIE
52400,DAMREMONT,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
33460,CANTENAC,33,GIRONDE,72,AQUITAINE
45500,NEVOY,45,LOIRET,24,CENTRE
81440,MONTPINIER,81,TARN,73,MIDI-PYRENEES
27440,BACQUEVILLE,27,EURE,23,HAUTE-NORMANDIE
57510,SAINT-JEAN-ROHRBACH,57,MOSELLE,41,LORRAINE
72260,COURGAINS,72,SARTHE,52,PAYS DE LA LOIRE
84600,VALREAS,84,VAUCLUSE,93,PROVENCE-ALPES-COTE D'AZUR
76780,CROISY-SUR-ANDELLE,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
02370,CELLES-SUR-AISNE,02,AISNE,22,PICARDIE
33210,BIEUJAC,33,GIRONDE,72,AQUITAINE
11390,LES MARTYS,11,AUDE,91,LANGUEDOC-ROUSSILLON
40300,LABATUT,40,LANDES,72,AQUITAINE
19700,SEILHAC,19,CORREZE,74,LIMOUSIN
14700,SAINT-PIERRE-DU-BU,14,CALVADOS,25,BASSE-NORMANDIE
51380,TREPAIL,51,MARNE,21,CHAMPAGNE-ARDENNE
61230,ORGERES,61,ORNE,25,BASSE-NORMANDIE
22450,POULDOURAN,22,COTES-D'ARMOR,53,BRETAGNE
24170,SAGELAT,24,DORDOGNE,72,AQUITAINE
65100,ARCIZAC-EZ-ANGLES,65,HAUTES-PYRENEES,73,MIDI-PYRENEES
31260,HIS,31,HAUTE-GARONNE,73,MIDI-PYRENEES
70280,SAINT-BRESSON,70,HAUTE-SAONE,43,FRANCHE-COMTE
26400,OMBLEZE,26,DROME,82,RHONE-ALPES
55160,VILLE-EN-WOEVRE,55,MEUSE,41,LORRAINE
11600,VILLEGAILHENC,11,AUDE,91,LANGUEDOC-ROUSSILLON
91490,ONCY-SUR-ECOLE,91,ESSONNE,11,ILE-DE-FRANCE
47210,MONTAUT,47,LOT-ET-GARONNE,72,AQUITAINE
65190,TOURNAY,65,HAUTES-PYRENEES,73,MIDI-PYRENEES
57430,SARRALBE,57,MOSELLE,41,LORRAINE
34270,SAUTEYRARGUES,34,HERAULT,91,LANGUEDOC-ROUSSILLON
61150,SAINT-BRICE-SOUS-RANES,61,ORNE,25,BASSE-NORMANDIE
83330,LE BEAUSSET,83,VAR,93,PROVENCE-ALPES-COTE D'AZUR
10130,VOSNON,10,AUBE,21,CHAMPAGNE-ARDENNE
46170,PERN,46,LOT,73,MIDI-PYRENEES
43100,LAMOTHE,43,HAUTE-LOIRE,83,AUVERGNE
33220,FOUGUEYROLLES,24,DORDOGNE,72,AQUITAINE
84160,CADENET,84,VAUCLUSE,93,PROVENCE-ALPES-COTE D'AZUR
11150,VILLEPINTE,11,AUDE,91,LANGUEDOC-ROUSSILLON
58250,THAIX,58,NIEVRE,26,BOURGOGNE
11370,LEUCATE,11,AUDE,91,LANGUEDOC-ROUSSILLON
55130,DELOUZE-ROSIERES,55,MEUSE,41,LORRAINE
22130,CREHEN,22,COTES-D'ARMOR,53,BRETAGNE
17230,CHARRON,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
40700,LACRABE,40,LANDES,72,AQUITAINE
02360,SAINT-CLEMENT,02,AISNE,22,PICARDIE
63420,RENTIERES,63,PUY-DE-DOME,83,AUVERGNE
73250,SAINT-PIERRE-D'ALBIGNY,73,SAVOIE,82,RHONE-ALPES
28700,DENONVILLE,28,EURE-ET-LOIR,24,CENTRE
08130,MONT-LAURENT,08,ARDENNES,21,CHAMPAGNE-ARDENNE
62161,DUISANS,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
24320,GOUT-ROSSIGNOL,24,DORDOGNE,72,AQUITAINE
57450,THEDING,57,MOSELLE,41,LORRAINE
18320,MENETOU-COUTURE,18,CHER,24,CENTRE
53240,SAINT-JEAN-SUR-MAYENNE,53,MAYENNE,52,PAYS DE LA LOIRE
26190,LEONCEL,26,DROME,82,RHONE-ALPES
86380,OUZILLY,86,VIENNE,54,POITOU-CHARENTES
73700,SEEZ,73,SAVOIE,82,RHONE-ALPES
25340,POMPIERRE-SUR-DOUBS,25,DOUBS,43,FRANCHE-COMTE
27680,SAINTE-OPPORTUNE-LA-MARE,27,EURE,23,HAUTE-NORMANDIE
25360,ADAM-LES-PASSAVANT,25,DOUBS,43,FRANCHE-COMTE
68190,UNGERSHEIM,68,HAUT-RHIN,42,ALSACE
50190,PERIERS,50,MANCHE,25,BASSE-NORMANDIE
38680,PONT-EN-ROYANS,38,ISERE,82,RHONE-ALPES
68140,ESCHBACH-AU-VAL,68,HAUT-RHIN,42,ALSACE
53370,SAINT-PIERRE-DES-NIDS,53,MAYENNE,52,PAYS DE LA LOIRE
63600,AMBERT,63,PUY-DE-DOME,83,AUVERGNE
68470,FELLERING,68,HAUT-RHIN,42,ALSACE
31450,DEYME,31,HAUTE-GARONNE,73,MIDI-PYRENEES
70100,CHAMPTONNAY,70,HAUTE-SAONE,43,FRANCHE-COMTE
52300,THONNANCE-LES-JOINVILLE,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
10200,FRESNAY,10,AUBE,21,CHAMPAGNE-ARDENNE
74570,THORENS-GLIERES,74,HAUTE-SAVOIE,82,RHONE-ALPES
57580,THIMONVILLE,57,MOSELLE,41,LORRAINE
50700,HEMEVEZ,50,MANCHE,25,BASSE-NORMANDIE
71340,IGUERANDE,71,SAONE-ET-LOIRE,26,BOURGOGNE
47290,BEAUGAS,47,LOT-ET-GARONNE,72,AQUITAINE
03430,VILLEFRANCHE-D'ALLIER,03,ALLIER,83,AUVERGNE
11330,VILLEROUGE-TERMENES,11,AUDE,91,LANGUEDOC-ROUSSILLON
88260,SANS-VALLOIS,88,VOSGES,41,LORRAINE
48700,SAINT-GAL,48,LOZERE,91,LANGUEDOC-ROUSSILLON
20111,CASAGLIONE,2A,CORSE-DU-SUD,94,CORSE
19410,PERPEZAC-LE-NOIR,19,CORREZE,74,LIMOUSIN
31260,MONTSAUNES,31,HAUTE-GARONNE,73,MIDI-PYRENEES
55140,CHAMPOUGNY,55,MEUSE,41,LORRAINE
54116,PRAYE,54,MEURTHE-ET-MOSELLE,41,LORRAINE
60240,HARDIVILLERS-EN-VEXIN,60,OISE,22,PICARDIE
18250,LA CHAPELOTTE,18,CHER,24,CENTRE
57670,GIVRYCOURT,57,MOSELLE,41,LORRAINE
83690,SILLANS-LA-CASCADE,83,VAR,93,PROVENCE-ALPES-COTE D'AZUR
14690,TREPREL,14,CALVADOS,25,BASSE-NORMANDIE
63500,LES PRADEAUX,63,PUY-DE-DOME,83,AUVERGNE
71250,LA VINEUSE,71,SAONE-ET-LOIRE,26,BOURGOGNE
28250,SENONCHES,28,EURE-ET-LOIR,24,CENTRE
46240,SENIERGUES,46,LOT,73,MIDI-PYRENEES
12550,PLAISANCE,12,AVEYRON,73,MIDI-PYRENEES
71380,LANS,71,SAONE-ET-LOIRE,26,BOURGOGNE
39320,MONTREVEL,39,JURA,43,FRANCHE-COMTE
63470,HERMENT,63,PUY-DE-DOME,83,AUVERGNE
55600,THONNE-LA-LONG,55,MEUSE,41,LORRAINE
54250,CHAMPIGNEULLES,54,MEURTHE-ET-MOSELLE,41,LORRAINE
54160,PIERREVILLE,54,MEURTHE-ET-MOSELLE,41,LORRAINE
02200,PLOISY,02,AISNE,22,PICARDIE
62990,LESPINOY,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
62120,WITTES,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
19120,QUEYSSAC-LES-VIGNES,19,CORREZE,74,LIMOUSIN
35133,LAIGNELET,35,ILLE-ET-VILAINE,53,BRETAGNE
84400,LAGARDE-D'APT,84,VAUCLUSE,93,PROVENCE-ALPES-COTE D'AZUR
52330,CURMONT,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
38190,LE CHAMP-PRES-FROGES,38,ISERE,82,RHONE-ALPES
70400,COUTHENANS,70,HAUTE-SAONE,43,FRANCHE-COMTE
22410,PLOURHAN,22,COTES-D'ARMOR,53,BRETAGNE
26130,SOLERIEUX,26,DROME,82,RHONE-ALPES
41100,AREINES,41,LOIR-ET-CHER,24,CENTRE
14610,BASLY,14,CALVADOS,25,BASSE-NORMANDIE
22330,SAINT-JACUT-DU-MENE,22,COTES-D'ARMOR,53,BRETAGNE
02300,GUNY,02,AISNE,22,PICARDIE
59232,VIEUX-BERQUIN,59,NORD,31,NORD-PAS-DE-CALAIS
64330,DIUSSE,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
28630,SOURS,28,EURE-ET-LOIR,24,CENTRE
21140,LANTILLY,21,COTE-D'OR,26,BOURGOGNE
57810,RECHICOURT-LE-CHATEAU,57,MOSELLE,41,LORRAINE
71350,VERDUN-SUR-LE-DOUBS,71,SAONE-ET-LOIRE,26,BOURGOGNE
37500,SAINT-BENOIT-LA-FORET,37,INDRE-ET-LOIRE,24,CENTRE
01370,MEILLONNAS,01,AIN,82,RHONE-ALPES
69380,CHASSELAY,69,RHONE,82,RHONE-ALPES
09120,VIRA,09,ARIEGE,73,MIDI-PYRENEES
17500,SAINT-GERMAIN-DE-VIBRAC,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
32400,RISCLE,32,GERS,73,MIDI-PYRENEES
33750,NERIGEAN,33,GIRONDE,72,AQUITAINE
52600,RIVIERES-LE-BOIS,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
80140,FRESNOY-ANDAINVILLE,80,SOMME,22,PICARDIE
44360,LE TEMPLE-DE-BRETAGNE,44,LOIRE-ATLANTIQUE,52,PAYS DE LA LOIRE
73200,PALLUD,73,SAVOIE,82,RHONE-ALPES
66150,MONTFERRER,66,PYRENEES-ORIENTALES,91,LANGUEDOC-ROUSSILLON
10200,ECLANCE,10,AUBE,21,CHAMPAGNE-ARDENNE
21290,MENESBLE,21,COTE-D'OR,26,BOURGOGNE
31550,CINTEGABELLE,31,HAUTE-GARONNE,73,MIDI-PYRENEES
80290,GAUVILLE,80,SOMME,22,PICARDIE
65440,ANCIZAN,65,HAUTES-PYRENEES,73,MIDI-PYRENEES
76116,SAINT-DENIS-LE-THIBOULT,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
27180,AULNAY-SUR-ITON,27,EURE,23,HAUTE-NORMANDIE
26170,MONTAUBAN-SUR-L'OUVEZE,26,DROME,82,RHONE-ALPES
52600,PALAISEUL,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
70160,PURGEROT,70,HAUTE-SAONE,43,FRANCHE-COMTE
26750,GENISSIEUX,26,DROME,82,RHONE-ALPES
51270,CHAMPAUBERT,51,MARNE,21,CHAMPAGNE-ARDENNE
46400,FRAYSSINHES,46,LOT,73,MIDI-PYRENEES
80830,L'ETOILE,80,SOMME,22,PICARDIE
02200,NAMPTEUIL-SOUS-MURET,02,AISNE,22,PICARDIE
70400,ECHAVANNE,70,HAUTE-SAONE,43,FRANCHE-COMTE
89480,COULANGES-SUR-YONNE,89,YONNE,26,BOURGOGNE
80400,SANCOURT,80,SOMME,22,PICARDIE
51270,LA VILLE-SOUS-ORBAIS,51,MARNE,21,CHAMPAGNE-ARDENNE
67114,ESCHAU,67,BAS-RHIN,42,ALSACE
72390,BOUER,72,SARTHE,52,PAYS DE LA LOIRE
27260,CORMEILLES,27,EURE,23,HAUTE-NORMANDIE
64330,MONCLA,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
09700,MONTAUT,09,ARIEGE,73,MIDI-PYRENEES
54930,HOUSSEVILLE,54,MEURTHE-ET-MOSELLE,41,LORRAINE
41370,LORGES,41,LOIR-ET-CHER,24,CENTRE
77370,FONTAINS,77,SEINE-ET-MARNE,11,ILE-DE-FRANCE
11240,CAILHAVEL,11,AUDE,91,LANGUEDOC-ROUSSILLON
29770,AUDIERNE,29,FINISTERE,53,BRETAGNE
70270,TERNUAY-MELAY-ET-SAINT-HILAIRE,70,HAUTE-SAONE,43,FRANCHE-COMTE
22400,PLANGUENOUAL,22,COTES-D'ARMOR,53,BRETAGNE
87230,PAGEAS,87,HAUTE-VIENNE,74,LIMOUSIN
51220,SAINT-THIERRY,51,MARNE,21,CHAMPAGNE-ARDENNE
02800,LA FERE,02,AISNE,22,PICARDIE
38350,MAYRES-SAVEL,38,ISERE,82,RHONE-ALPES
16460,COUTURE,16,CHARENTE,54,POITOU-CHARENTES
23460,SAINT-PIERRE-BELLEVUE,23,CREUSE,74,LIMOUSIN
70170,CONFLANDEY,70,HAUTE-SAONE,43,FRANCHE-COMTE
74250,SAINT-JEAN-DE-THOLOME,74,HAUTE-SAVOIE,82,RHONE-ALPES
19200,VALIERGUES,19,CORREZE,74,LIMOUSIN
62550,NEDON,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
39700,OUR,39,JURA,43,FRANCHE-COMTE
68130,OBERMORSCHWILLER,68,HAUT-RHIN,42,ALSACE
74270,CHENE-EN-SEMINE,74,HAUTE-SAVOIE,82,RHONE-ALPES
30630,GOUDARGUES,30,GARD,91,LANGUEDOC-ROUSSILLON
39320,BOURCIA,39,JURA,43,FRANCHE-COMTE
03500,LOUCHY-MONTFAND,03,ALLIER,83,AUVERGNE
64490,ACCOUS,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
12160,BARAQUEVILLE,12,AVEYRON,73,MIDI-PYRENEES
38190,SAINTE-AGNES,38,ISERE,82,RHONE-ALPES
17810,SAINT-GEORGES-DES-COTEAUX,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
02190,GUIGNICOURT,02,AISNE,22,PICARDIE
11800,BOUILHONNAC,11,AUDE,91,LANGUEDOC-ROUSSILLON
43590,BEAUZAC,43,HAUTE-LOIRE,83,AUVERGNE
14370,CHICHEBOVILLE,14,CALVADOS,25,BASSE-NORMANDIE
60880,LE MEUX,60,OISE,22,PICARDIE
91410,PLESSIS-SAINT-BENOIST,91,ESSONNE,11,ILE-DE-FRANCE
30700,SAINT-HIPPOLYTE-DE-MONTAIGU,30,GARD,91,LANGUEDOC-ROUSSILLON
08090,SAINT-LAURENT,08,ARDENNES,21,CHAMPAGNE-ARDENNE
30770,BLANDAS,30,GARD,91,LANGUEDOC-ROUSSILLON
65100,OUSTE,65,HAUTES-PYRENEES,73,MIDI-PYRENEES
62110,HENIN-BEAUMONT,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
86200,RANTON,86,VIENNE,54,POITOU-CHARENTES
73300,LE CHATEL,73,SAVOIE,82,RHONE-ALPES
47700,BEAUZIAC,47,LOT-ET-GARONNE,72,AQUITAINE
05700,SIGOTTIER,05,HAUTES-ALPES,93,PROVENCE-ALPES-COTE D'AZUR
57780,ROSSELANGE,57,MOSELLE,41,LORRAINE
21150,CHASSEY,21,COTE-D'OR,26,BOURGOGNE
51330,DAMPIERRE-LE-CHATEAU,51,MARNE,21,CHAMPAGNE-ARDENNE
38200,CHUZELLES,38,ISERE,82,RHONE-ALPES
77135,PONTCARRE,77,SEINE-ET-MARNE,11,ILE-DE-FRANCE
68350,BRUNSTATT,68,HAUT-RHIN,42,ALSACE
32250,FOURCES,32,GERS,73,MIDI-PYRENEES
35160,MONTFORT-SUR-MEU,35,ILLE-ET-VILAINE,53,BRETAGNE
61470,SAINT-GERMAIN-D'AUNAY,61,ORNE,25,BASSE-NORMANDIE
58300,DECIZE,58,NIEVRE,26,BOURGOGNE
13490,JOUQUES,13,BOUCHES-DU-RHONE,93,PROVENCE-ALPES-COTE D'AZUR
28120,MESLAY-LE-GRENET,28,EURE-ET-LOIR,24,CENTRE
95450,VIGNY,95,VAL-D'OISE,11,ILE-DE-FRANCE
71440,SAINT-VINCENT-EN-BRESSE,71,SAONE-ET-LOIRE,26,BOURGOGNE
33790,PELLEGRUE,33,GIRONDE,72,AQUITAINE
88200,VECOUX,88,VOSGES,41,LORRAINE
11700,CAPENDU,11,AUDE,91,LANGUEDOC-ROUSSILLON
64160,SAINT-CASTIN,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
95650,COURCELLES-SUR-VIOSNE,95,VAL-D'OISE,11,ILE-DE-FRANCE
65190,CAHARET,65,HAUTES-PYRENEES,73,MIDI-PYRENEES
10700,LE CHENE,10,AUBE,21,CHAMPAGNE-ARDENNE
60210,BEAUDEDUIT,60,OISE,22,PICARDIE
21130,VILLERS-LES-POTS,21,COTE-D'OR,26,BOURGOGNE
06500,CASTELLAR,06,ALPES-MARITIMES,93,PROVENCE-ALPES-COTE D'AZUR
38800,LE PONT-DE-CLAIX,38,ISERE,82,RHONE-ALPES
20190,FORCIOLO,2A,CORSE-DU-SUD,94,CORSE
33620,CAVIGNAC,33,GIRONDE,72,AQUITAINE
87220,FEYTIAT,87,HAUTE-VIENNE,74,LIMOUSIN
02400,BONNEIL,02,AISNE,22,PICARDIE
31430,FUSTIGNAC,31,HAUTE-GARONNE,73,MIDI-PYRENEES
31340,VACQUIERS,31,HAUTE-GARONNE,73,MIDI-PYRENEES
62132,HARDINGHEN,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
57280,FEVES,57,MOSELLE,41,LORRAINE
50310,EROUDEVILLE,50,MANCHE,25,BASSE-NORMANDIE
84330,SAINT-PIERRE-DE-VASSOLS,84,VAUCLUSE,93,PROVENCE-ALPES-COTE D'AZUR
60110,CORBEIL-CERF,60,OISE,22,PICARDIE
12210,LAGUIOLE,12,AVEYRON,73,MIDI-PYRENEES
02220,QUINCY-SOUS-LE-MONT,02,AISNE,22,PICARDIE
57220,GOMELANGE,57,MOSELLE,41,LORRAINE
14490,CAHAGNOLLES,14,CALVADOS,25,BASSE-NORMANDIE
71520,TRAMAYES,71,SAONE-ET-LOIRE,26,BOURGOGNE
62450,BAPAUME,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
88270,BEGNECOURT,88,VOSGES,41,LORRAINE
84230,CHATEAUNEUF-DU-PAPE,84,VAUCLUSE,93,PROVENCE-ALPES-COTE D'AZUR
62650,BIMONT,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
27410,SAINT-AUBIN-LE-GUICHARD,27,EURE,23,HAUTE-NORMANDIE
81150,CASTELNAU-DE-LEVIS,81,TARN,73,MIDI-PYRENEES
